# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, kappa, gamma1, gamma2 kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 2.00, 11.00, 16.00, 10.00, 16.00, 100
-4.653491e-01  1.290083e-01 -1.962858e+00  3.288178e+01  1.017493e+00 -5.805760e-01  4.155703e-01  2.674587e-01
-6.916778e-02  1.794244e-02  8.901668e-02  3.453081e+01  4.693355e+00 -1.425597e+00  6.121232e-01  2.735579e+00
1  3.308850e+00 -6.958099e+00  0.000000e+00  6.688282e+00  0.000000e+00  8.600000e-01 0 2 -1.000000e+00
 6.458034e+00 -1.529233e+01  4.805847e+00  0.000000e+00  4.727719e-01  1.878135e-01  1.860531e-01  1.858088e-03
1 -2.614660e+00  5.904133e+00  0.000000e+00  1.484287e+00  0.000000e+00  9.800000e-01 0 2  3.116760e-01
-1.487228e+00  2.945402e+00  5.191985e+00  0.000000e+00  5.190906e-01  1.764464e-01  8.680967e-02  2.104178e-03
3 -4.605464e-02 -4.271416e-02  4.359244e-01  2.292506e-01  4.088066e-01  7.800000e-01 4 2 -1.000000e+00
-3.015554e-01 -7.703664e-02  5.581075e+00  0.000000e+00  4.371108e-01 -3.123438e-01 -2.002714e-01  2.445115e-01
 8.927828e-02  1.160415e-01 -2.281580e+00  4.171123e+00  1.071388e+00  1.662928e-01 -6.447757e-01  7.981150e-01
 1.516411e-02  1.746423e-02  2.205388e-01  4.457693e+00  3.356893e+00  3.076497e-01 -9.622605e-01  2.944799e+00
1  8.181882e-01  9.819290e-01  0.000000e+00  7.440890e-01  0.000000e+00  4.800000e-01 0 2  2.829966e-01
 9.562062e-01  8.672650e-02  7.494266e+00  0.000000e+00  5.032217e-01 -3.352812e-01 -3.065816e-02  6.154039e-02
1 -2.469319e-01 -5.124769e+00  0.000000e+00  2.067656e+00  0.000000e+00  1.080000e+00 0 2  2.836384e-01
-5.117034e+00  4.957789e+00  3.172647e+00  0.000000e+00  3.776097e-01  5.385573e-02  2.632016e-01  3.490282e-03
1 -8.950050e+00  8.116565e+00  0.000000e+00  6.208359e+00  0.000000e+00  9.000000e-01 0 2  2.736798e-01
-7.883288e+00 -1.050484e+01  3.503540e+00  0.000000e+00  4.569701e-01  9.545972e-02 -1.852915e-02  1.869448e-04
1 -1.823606e+00 -1.479087e+00  0.000000e+00  1.118464e+00  0.000000e+00  1.870000e+00 0 2 -1.000000e+00
-2.908062e+00 -2.206328e+00  3.412702e+00  0.000000e+00  3.850910e-01 -9.219318e-02 -2.767501e-01  1.830244e-03
5  7.548169e-02  3.528692e-02  1.315567e+00  6.176466e-01  1.000000e+00  5.700000e-01 1 3 -1.000000e+00
-7.388866e-02 -6.073326e-01  7.532732e+00  5.048352e+00  5.317187e-01  2.823993e-01 -8.236552e-02  2.805604e-01
 3.362015e-01 -4.786055e-01 -5.834826e+00  5.437236e+00  7.426124e-01  1.214080e-01  4.721156e-01  4.712587e-01
-4.271570e-01  1.316473e-01 -2.910993e+00  7.918576e+00  9.145442e-01 -4.953811e-01  3.246931e-01  5.984432e-01
 4.780259e-01  5.868641e-01  3.520563e+00  0.000000e+00  4.049455e-01  1.399489e-02 -2.642886e-01  1.671688e-01
-1.820010e-02 -3.632058e-03  9.052630e-02  9.811959e+00  4.448811e+00 -7.648377e-01  5.126462e-01  3.858143e+00
1  2.863839e-01  1.226264e-01  0.000000e+00  3.634952e-01  0.000000e+00  4.400000e-01 0 2 -1.000000e+00
 5.681452e-01  1.994715e-01  3.153627e+00  0.000000e+00  3.252170e-01 -3.020270e-01 -2.168332e-01  2.253723e-01
3 -2.682203e-01  1.263202e-01  2.265519e+00  1.221722e+00  3.173130e-01  1.420000e+00 5 2 -1.000000e+00
 6.558437e-01 -1.188620e-01 -1.084005e+00  1.344973e+02  9.011738e-01 -9.522732e-01  1.595225e-01  1.546013e-01
-8.103846e-01  1.608203e+00  3.416202e+00  0.000000e+00  4.482161e-01  1.702485e-02  1.070181e-01  1.658967e-02
 7.511630e-03 -4.279935e-03  1.076658e-03  1.705688e+02  3.282488e+01 -3.251236e+00  8.570438e+00  3.115987e+01
1  3.726927e-02  1.459918e-01  0.000000e+00  2.505645e-01  0.000000e+00  6.200000e-01 0 2 -1.000000e+00
 9.308381e-02  4.174597e-01  5.805181e+00  0.000000e+00  4.147744e-01  3.787589e-01 -1.636180e-01  2.071935e-01
5 -1.267191e-01  9.642288e-02  2.262857e+00  1.076112e+00  1.000000e+00  8.600000e-01 4 2 -1.000000e+00
-7.951894e-01 -8.080136e-01  9.890971e+00  5.439267e+00  5.751293e-01 -9.346321e-02 -2.658522e-01  2.354886e-01
 5.300207e-01 -2.293925e-01 -2.768460e+00  1.404774e+01  1.069075e+00 -4.493142e-01  4.050923e-01  5.583082e-01
-1.009212e+00 -9.445132e-02 -9.191527e+00  5.929807e+00  6.874825e-01 -4.541117e-01 -1.567303e-02  2.844107e-01
-1.309479e-01  1.355157e+00  4.460249e+00  0.000000e+00  4.926041e-01  1.634669e-01  8.078624e-02  1.683485e-01
