# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, kappa, gamma1, gamma2 kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 2.00, 11.00, 16.00, 10.00, 16.00, 100
3 -1.277048e-01 -1.497697e-01  1.791781e+00  9.932190e-01  5.454910e-01  5.700000e-01 3 2 -1.000000e+00
-1.160281e+00 -4.107032e-01  3.441753e+00  0.000000e+00  3.689531e-01 -1.949979e-01 -2.639060e-01  6.894785e-02
 2.617613e-01  6.793775e-01 -1.877445e+00  1.480762e+01  6.229051e-01  6.441810e-01 -5.097746e-01  1.907753e-01
 4.885581e-03  5.348594e-03  2.230956e-03  2.409676e+01  2.226425e+01 -4.139069e-01 -1.938784e+00  2.126326e+01
1 -1.010998e-01  2.755484e-01  0.000000e+00  2.427180e-01  0.000000e+00  9.600000e-01 0 2 -1.000000e+00
-2.172980e-01  5.887062e-01  3.620733e+00  0.000000e+00  3.424434e-01  2.252135e-01  3.247651e-01  2.107358e-01
3 -1.644943e-01  3.601465e-02  1.385655e+00  6.616150e-01  6.701541e-01  6.600000e-01 1 3 -1.000000e+00
 5.037726e-01 -2.698285e-01 -2.347545e+00  8.752148e+00  5.689793e-01 -4.717010e-01  6.239022e-01  3.719567e-01
-8.466184e-01  4.078910e-02  3.502994e+00  0.000000e+00  2.907614e-01 -4.664218e-01  1.261051e-05  1.267495e-01
 8.559195e-03 -3.035967e-03  3.976537e-03  1.397615e+01  1.732084e+01 -1.724012e+00  3.452919e+00  1.688777e+01
3  8.796551e-02  9.780292e-02  1.263108e+00  6.487375e-01  4.094338e-02  1.000000e+00 4 2 -1.000000e+00
 5.391875e-01  5.419054e-01  2.977149e+00  0.000000e+00  3.446420e-01  4.577793e-02 -3.025008e-01  5.248972e-02
-3.968840e-01 -3.061582e-01 -7.271382e+01  9.538277e+00  5.027646e-01 -7.366245e-02 -5.055388e-01  1.509282e-01
-4.578318e-03 -4.016969e-03  3.964940e-03  1.546770e+01  1.701138e+01 -1.846043e+00 -8.635394e-01  1.601700e+01
3  3.085429e-04 -1.614630e-02  1.216654e-01  6.366881e-02  4.022573e-01  2.070000e+00 5 2 -1.000000e+00
 1.472470e-04 -9.151052e-02  4.967236e+00  0.000000e+00  5.076691e-01  1.964742e-01  4.968254e-02  1.493048e-01
 1.179112e-03  1.417796e-02  3.590351e+00  2.246092e-01  1.614900e+00  2.988235e-01 -1.014010e-01  9.992356e-01
 3.612643e-03  3.010548e-02 -1.234840e+01  2.234598e-01  1.081392e+00  2.847415e-01 -8.080209e-02  5.657681e-01
5 -1.612435e-02 -8.959515e-03  2.658916e-01  1.293994e-01  1.000000e+00  8.600000e-01 2 3 -1.000000e+00
-1.563553e-01  2.859896e-02  5.077916e+00  0.000000e+00  4.051276e-01 -3.493451e-01  1.868153e-01  2.241429e-01
 8.067858e-02  8.211086e-02 -2.453771e+00  2.462474e+00  9.009253e-01 -9.408679e-03 -6.459591e-01  6.961738e-01
-5.631979e-02 -1.457702e-01 -1.155395e+01  6.844778e-01  6.156152e-01  3.782486e-01 -3.020433e-01  4.339549e-01
 1.112895e-02 -1.523469e-01  1.224442e+01  6.551536e-01  4.945224e-01  3.969883e-01  1.274284e-01  3.160054e-01
 3.195033e-03  2.544398e-03  4.689834e-02  3.444413e+00  6.068470e+00  5.582424e-02 -2.088913e+00  5.655999e+00
5 -2.904208e-02 -1.884095e-01  3.295354e+00  1.654649e+00  1.000000e+00  9.700000e-01 3 2 -1.000000e+00
-2.204614e-01 -1.911233e+00  3.525384e+00  0.000000e+00  4.444036e-01  1.576129e-01 -1.372891e-02  4.502888e-02
-1.010389e+00  5.112829e-01 -3.892363e+00  4.057033e+01  7.528495e-01 -3.749701e-01  4.211818e-01  1.958696e-01
 1.051952e+00  3.556679e-01 -3.181575e+00  4.289512e+01  8.158383e-01 -5.179423e-01 -2.827737e-01  2.311672e-01
 3.618302e-02  1.374112e+00  6.871042e+00  3.533209e+01  5.504623e-01  2.367193e-01  2.257928e-02  9.368962e-02
 4.364844e-03  1.876563e-02  1.925378e-02  6.111470e+01  8.233035e+00  4.478329e-02 -6.139538e-01  7.007341e+00
3 -5.109474e-02  5.146498e-02  7.547687e-01  3.953262e-01  4.109880e-01  8.200000e-01 4 3 -1.000000e+00
-3.036175e-01  3.703185e-01  3.435444e+00  0.000000e+00  3.462605e-01  4.951159e-02  3.658426e-01  2.055686e-01
 3.241058e-01 -4.877488e-02 -8.358988e+00  1.655189e+00  6.210341e-01 -4.788568e-01  1.842362e-01  4.665969e-01
 8.051956e-03 -7.524769e-03  5.131532e-02  2.372061e+00  5.417925e+00 -1.726752e-01 -2.986366e-02  5.116327e+00
3 -2.386385e-01  4.148064e-01  5.657865e+00  2.857644e+00  4.847968e-01  9.400000e-01 4 2 -1.000000e+00
 8.946976e-01 -1.526577e+00 -9.249083e+00  9.774762e+01  1.011856e+00  1.323644e-01  3.012292e-01  2.094524e-01
-1.187491e+00  3.734215e+00  1.907827e+01  0.000000e+00  6.788263e-01  1.630228e-01  1.554363e-01  6.404863e-02
 1.517228e-01 -2.910860e-01  8.833890e-01  1.030247e+02  2.173025e+00  2.935932e-01  3.972239e-01  9.696168e-01
3 -1.845980e-01  1.402700e-01  1.570105e+00  9.235856e-01  8.504601e-01  9.000000e-01 1 1 -1.000000e+00
 5.886890e-01 -1.335856e-03 -2.185351e+00  2.000947e+01  8.208835e-01 -6.994789e-01  2.010763e-02  4.711147e-01
