# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, kappa, gamma1, gamma2 kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 2.00, 11.00, 16.00, 10.00, 16.00, 100
 1.299387e+00 -2.103923e+00  4.112223e+00  0.000000e+00  4.767391e-01  1.705754e-01  3.909585e-02  3.428379e-04
1 -1.394550e+00  3.405339e+00  0.000000e+00  2.130338e+00  0.000000e+00  8.400000e-01 0 2 -1.000000e+00
-3.490806e+00  6.434993e+00  4.645340e+00  0.000000e+00  4.708425e-01  1.389027e-01  2.131766e-01  2.376761e-03
3 -1.683095e-01  1.669286e-01  1.360153e+00  5.536925e-01  9.234015e-01  1.050000e+00 1 1 -1.000000e+00
 1.196574e-01 -4.249338e-01 -2.484027e+00  4.399132e+01  7.733339e-01  5.512356e-01  3.874132e-01  3.117004e-01
-8.141343e-01  5.640293e-01  2.690083e+00  0.000000e+00  3.472182e-01 -6.511306e-02  2.239390e-01  2.998697e-02
 1.185585e-02 -1.908219e-02  2.292294e-02  5.043661e+01  7.808602e+00  1.639726e+00  2.096192e-01  6.874817e+00
1  1.771731e+00 -9.392229e+00  0.000000e+00  3.547499e+00  0.000000e+00  2.000000e+00 0 2 -1.000000e+00
 5.553932e-01 -1.563691e+01  1.237867e+01  0.000000e+00  5.356584e-01  3.553165e-01  9.262381e-02  4.066490e-04
3  7.865132e-02  4.551395e-02  1.182490e+00  6.366733e-01  6.795745e-01  1.480000e+00 5 2 -1.000000e+00
-5.059179e-01 -1.452353e-01 -3.860327e+00  1.305152e+01  4.937326e-01 -6.074548e-01 -3.825582e-01  1.100911e-01
 4.994445e-01  4.772838e-01  5.680506e+00  0.000000e+00  3.794332e-01 -1.969649e-02 -4.568091e-01  4.857631e-02
-8.619741e-04 -4.440494e-04  1.510858e-04  3.572111e+01  8.295975e+01 -8.256668e+00 -5.520096e+00  8.182225e+01
1 -6.408656e-02  1.467693e-01  0.000000e+00  2.811509e-01  0.000000e+00  8.100000e-01 0 2 -1.000000e+00
-4.215111e-01  2.572899e-01  3.635922e+00  0.000000e+00  3.706493e-01 -1.537551e-01  3.121029e-01  1.795894e-01
1 -6.243652e-01 -2.196855e+00  0.000000e+00  3.025572e+00  0.000000e+00  9.200000e-01 0 2 -1.000000e+00
-1.542898e+00 -5.698984e+00  9.622788e+00  0.000000e+00  5.563695e-01  2.579265e-01 -1.623635e-01  1.621039e-03
1  7.200255e-04  3.915726e-02  0.000000e+00  3.225896e-02  0.000000e+00  9.600000e-01 0 2 -1.000000e+00
 7.028638e-03  9.835968e-02  3.939199e+00  0.000000e+00  4.664145e-01  1.744696e-01  2.037333e-02  1.573317e-01
1 -5.012819e+00 -2.669746e+00  0.000000e+00  1.261018e+00  0.000000e+00  5.500000e-01 0 2 -1.000000e+00
-7.826329e+00 -5.604006e+00  3.502691e+00  0.000000e+00  4.344772e-01 -1.103553e-01 -1.488049e-01  2.091193e-02
3  6.031400e-02 -2.637339e-02  5.120735e-01  2.148555e-01  3.781689e-01  1.290000e+00 1 3 -1.000000e+00
 3.077831e-01 -1.283579e-01  3.045561e+00  0.000000e+00  3.606387e-01 -2.209556e-01  1.778055e-01  9.670477e-02
-1.410367e-01  1.181782e-01 -8.053442e+00  3.538273e+00  6.859966e-01 -9.087853e-02  4.631519e-01  3.246711e-01
-9.574181e-03  5.216362e-03  5.664976e-02  4.256490e+00  5.269411e+00 -1.107613e-01  7.505196e-01  4.465204e+00
1 -1.301095e+01  1.917897e+00  0.000000e+00  1.609565e+01  0.000000e+00  1.880000e+00 0 2 -1.000000e+00
-2.929674e+01  2.961415e+00  9.571374e+00  0.000000e+00  5.417865e-01 -3.181368e-01  6.534836e-02  6.125140e-04
5  8.258625e-02 -1.448728e-01  2.023988e+00  1.052669e+00  1.000000e+00  1.520000e+00 5 2 -1.000000e+00
-5.263364e-01 -1.098845e+00  1.299125e+01  1.258037e+00  5.807663e-01  2.562570e-01 -1.819735e-01  1.766900e-01
 2.962468e-01 -1.098924e+00 -1.579062e+01  1.673705e+00  6.478033e-01  3.671003e-01  2.293657e-01  2.193257e-01
 1.282639e+00 -1.910254e-01  8.459679e+00  0.000000e+00  5.631359e-01 -2.287430e-01  1.425450e-01  1.794445e-01
-3.147301e-01  5.924716e-01 -3.259787e+00  1.293145e+01  9.653207e-01  3.320690e-01  4.446362e-01  4.729774e-01
-2.899405e-02  4.913352e-02  1.666228e-01  1.503410e+01  3.599801e+00  4.090561e-01  7.681517e-01  2.799475e+00
1  2.340998e+00  9.537830e-01  0.000000e+00  5.136071e+00  0.000000e+00  7.800000e-01 0 2 -1.000000e+00
 8.714431e+00 -2.884246e+00  6.369703e+00  0.000000e+00  5.701786e-01 -1.665796e-01  2.123906e-03  3.363169e-03
1  9.584129e-02  5.575915e-02  0.000000e+00  2.158829e-01  0.000000e+00  8.100000e-01 0 2 -1.000000e+00
 2.064355e-01  2.016272e-01  1.096204e+01  0.000000e+00  3.953539e-01 -8.465157e-03 -5.237379e-01  2.827006e-01
1 -1.660963e+00 -5.684982e-01  0.000000e+00  1.077543e+00  0.000000e+00  9.100000e-01 0 2  2.883708e-01
-8.140568e-01  1.785167e+00  3.161725e+00  0.000000e+00  3.772632e-01  1.738763e-01  2.031873e-01  1.079550e-02
3 -8.544474e-02  2.051242e-02  1.069048e+00  4.271171e-01  5.360571e-01  2.660000e+00 5 2 -1.000000e+00
-6.054693e-01  1.723880e-01  5.525234e+00  0.000000e+00  4.604580e-01 -3.086647e-01  1.218355e-01  3.002649e-02
 4.042964e-01 -1.786623e-01 -1.030718e+01  1.541819e+01  5.669396e-01 -4.179596e-01  3.314678e-01  8.402676e-02
 1.778750e-03 -8.704485e-04  8.536035e-04  3.121743e+01  3.606505e+01  3.631772e+00  6.698043e+00  3.478398e+01
1 -6.232460e-02  2.167547e-01  0.000000e+00  2.162689e-01  0.000000e+00  6.800000e-01 0 2 -1.000000e+00
-1.704307e-01  4.986197e-01  4.338773e+00  0.000000e+00  4.291920e-01  2.188070e-01  2.178655e-01  2.074024e-01
3 -2.550371e-02 -4.744620e-02  4.333722e-01  2.184733e-01  2.471860e-01  1.150000e+00 5 2 -1.000000e+00
 9.344739e-02  1.531728e-01 -1.284688e+00  3.969183e+00  8.529664e-01  4.002470e-01 -7.998878e-01  7.095951e-01
 4.223664e-02 -2.771631e-01  5.197252e+00  0.000000e+00  3.499414e-01  4.514238e-01  1.624299e-01  2.313228e-01
 3.370122e-03  5.951326e-03  1.652096e-02  5.402475e+00  9.442230e+00  1.580861e+00 -2.871056e+00  9.177110e+00
1  4.713160e-03  6.932441e-03  0.000000e+00  1.234844e-02  0.000000e+00  1.320000e+00 0 2 -1.000000e+00
 1.900476e-02  2.646550e-02  4.514372e+00  0.000000e+00  5.198855e-01  4.904505e-02 -8.117774e-02  2.400945e-01
1  1.914158e-01  2.693010e-01  0.000000e+00  5.779693e-01  0.000000e+00  9.900000e-01 0 2 -1.000000e+00
 2.630932e-01  9.614394e-01  3.380795e+00  0.000000e+00  3.766774e-01  2.095643e-01 -2.209647e-01  1.188868e-01
3 -3.207334e-01  2.059888e-02  1.655915e+00  9.022602e-01  3.716153e-01  9.000000e-01 2 2 -1.000000e+00
 5.147114e-01  1.214480e-01 -1.295962e+00  2.894440e+01  1.002614e+00 -8.123609e-01 -3.342222e-01  6.591367e-01
-1.112506e+00  4.284013e-01  3.487374e+00  0.000000e+00  3.555552e-01 -2.644183e-01  2.421638e-01  8.876943e-02
 5.007455e-02  7.659737e-03  4.147155e-02  3.175494e+01  6.387509e+00 -1.782427e+00 -1.317304e+00  5.850486e+00
1  7.637213e-02  1.378704e-01  0.000000e+00  2.521673e-01  0.000000e+00  9.400000e-01 0 2 -1.000000e+00
 3.176838e-01  3.534319e-01  3.167386e+00  0.000000e+00  3.515601e-01 -7.454018e-03 -3.235754e-01  1.704872e-01
3 -1.488289e-01 -2.031299e-02  9.823568e-01  5.328319e-01  4.122918e-01  9.700000e-01 1 2 -1.000000e+00
-6.111842e-01  3.229323e-02  3.171561e+00  0.000000e+00  2.758232e-01 -4.564643e-01  2.775255e-02  5.548704e-02
 3.693209e-01  9.258025e-02 -1.307608e+00  1.840068e+01  4.636154e-01 -8.768751e-01 -5.324972e-01  1.931814e-01
 1.290386e-03  1.749671e-04  8.259494e-05  3.544882e+01  1.145037e+02 -2.686135e+01 -7.367175e+00  1.137264e+02
3  1.717444e-02 -3.082278e-02  2.007002e-01  8.710460e-02  4.768685e-01  1.330000e+00 1 2 -1.000000e+00
 7.036126e-02 -1.138093e-01  3.207372e+00  0.000000e+00  3.222551e-01  1.415127e-01  3.571143e-01  1.668804e-01
-2.733239e-02  6.150905e-02 -1.529495e+00  1.933327e+00  8.236817e-01  5.402353e-01  6.269327e-01  6.274627e-01
-1.882999e-03  3.926015e-03  2.119568e-02  2.264133e+00  8.385436e+00  1.911570e+00  1.926433e+00  8.028042e+00
1 -7.681445e-02 -2.494022e-01  0.000000e+00  3.566863e-01  0.000000e+00  6.100000e-01 0 2 -1.000000e+00
-5.515165e-02 -6.520144e-01  1.070558e+01  0.000000e+00  4.791421e-01  3.965715e-01 -1.435786e-01  1.946399e-01
1  1.417615e+00 -6.865465e-01  0.000000e+00  1.599305e+00  0.000000e+00  8.500000e-01 0 2 -1.000000e+00
 2.954118e+00 -1.285870e+00  6.340141e+00  0.000000e+00  4.895270e-01 -2.225226e-01  2.309570e-01  9.740091e-03
5  5.994921e-02 -4.389473e-02  5.080637e-01  2.731471e-01  1.000000e+00  1.120000e+00 1 3 -1.000000e+00
-1.245845e-01  1.023756e-01 -1.476799e+00  1.470348e+00  1.284509e+00 -2.061426e-01  8.459257e-01  9.895747e-01
 9.436892e-02 -3.414355e-01  7.219000e+00  0.000000e+00  4.718263e-01  3.288293e-01  1.797647e-01  2.562185e-01
 2.680226e-01 -2.200967e-01 -1.184781e+01  3.907784e-02  5.866928e-01 -1.430575e-01  4.845216e-01  3.596587e-01
 3.366890e-01 -2.733837e-02  9.034152e+00  9.449623e-03  4.565276e-01 -4.289536e-01  2.588506e-02  2.263155e-01
-2.114193e-02  1.755977e-02  1.558168e-01  1.561571e+00  4.102387e+00 -2.568931e-01  1.772292e+00  3.648815e+00
3 -1.450089e-01 -1.263888e-01  2.417476e+00  1.226143e+00  8.664046e-01  1.960000e+00 5 2 -1.000000e+00
-8.432517e-01 -1.294174e+00  7.642954e+00  0.000000e+00  5.473169e-01  7.597193e-02 -2.613633e-01  3.492032e-02
 8.693830e-01  4.120134e-01 -6.621891e+00  5.223412e+01  7.284287e-01 -3.180660e-01 -3.515668e-01  9.823988e-02
 1.023152e-02  9.337184e-03  9.666687e-03  7.996011e+01  1.119578e+01  1.194545e-01 -7.011158e-01  9.673295e+00
1  6.775772e-02  2.917146e+00  0.000000e+00  1.410174e+00  0.000000e+00  9.200000e-01 0 2 -1.000000e+00
-1.224050e-02  5.283469e+00  3.701957e+00  0.000000e+00  4.338244e-01  2.233734e-01 -2.306034e-02  2.374368e-02
1 -4.020246e+00 -1.534159e+00  0.000000e+00  8.217003e-01  0.000000e+00  7.000000e-01 0 2  3.196579e-01
 1.305666e+00 -4.671623e-01  3.242132e+00  0.000000e+00  3.675659e-01 -2.382717e-01  1.864418e-01  8.893102e-03
1 -1.915675e-02  3.519366e-02  0.000000e+00  1.298433e-01  0.000000e+00  1.170000e+00 0 2 -1.000000e+00
-3.630646e-02  1.720576e-01  7.497519e+00  0.000000e+00  5.245941e-01  2.668835e-01  1.463097e-01  1.960176e-01
1  3.303080e-01  8.822945e-01  0.000000e+00  6.907150e-01  0.000000e+00  7.400000e-01 0 2 -1.000000e+00
 4.511189e-01  1.553953e+00  3.932298e+00  0.000000e+00  4.020710e-01  2.507457e-01 -2.008517e-01  2.840411e-02
1 -2.109904e+00  4.344498e+00  0.000000e+00  4.844520e+00  0.000000e+00  1.640000e+00 0 2 -1.000000e+00
-1.191089e+01  1.176586e+01  3.058685e+00  0.000000e+00  4.258240e-01  3.370551e-02  4.005092e-02  7.352588e-04
1 -2.591632e-02 -4.024823e-02  0.000000e+00  1.345498e-01  0.000000e+00  1.630000e+00 0 2 -1.000000e+00
-1.359110e-01 -1.736067e-01  5.761370e+00  0.000000e+00  5.337977e-01  7.318872e-02 -1.960056e-01  2.625927e-01
3  7.491412e-01 -1.698571e-01  7.871416e-01  3.994513e-01  9.586628e-01  7.600000e-01 1 3  3.086450e-01
-2.101001e-01  5.633301e-03 -3.482732e+00  5.126758e+00  1.004753e+00 -5.321448e-01  6.305048e-02  4.165801e-01
 5.637357e-01  1.497515e-01  3.632906e+00  0.000000e+00  4.002729e-01 -2.667769e-01 -1.150694e-01  6.637815e-02
-4.810546e-02 -2.519107e-03  3.292449e-01  5.269419e+00  2.885594e+00 -7.192706e-01  2.937423e-02  1.875207e+00
1  3.538547e-03 -3.578458e-02  0.000000e+00  1.111925e-01  0.000000e+00  8.400000e-01 0 2 -1.000000e+00
 1.926625e-02 -1.276801e-01  3.286064e+00  0.000000e+00  3.757897e-01  2.724328e-01  1.053730e-01  1.217453e-01
3 -8.043282e-01  1.009466e+00  1.515056e+01  6.876543e+00  8.882915e-01  9.900000e-01 4 3 -1.000000e+00
-6.576219e+00 -3.742764e+00  7.393950e+00  5.326372e+02  5.924529e-01 -1.397509e-01 -1.063891e-01  7.183338e-03
-6.164561e+00  1.816635e+00 -6.567983e+00  6.361234e+02  8.397795e-01 -3.215363e-01  2.730179e-01  1.914100e-02
 1.668278e+00  8.968162e+00  4.346829e+00  0.000000e+00  5.010381e-01  1.366537e-01 -1.536146e-02  3.606126e-03
1  2.255981e-01  1.710504e-02  0.000000e+00  5.520386e-01  0.000000e+00  8.700000e-01 0 2 -1.000000e+00
 8.123654e-01 -1.820278e-01  3.521492e+00  0.000000e+00  3.870795e-01 -2.828399e-01  1.081785e-01  2.394494e-01
3 -3.403276e-03  7.373514e-02  9.724554e-01  4.583120e-01  6.582745e-01  8.000000e-01 1 3 -1.000000e+00
 1.638029e-01 -4.122977e-01 -2.833339e+00  4.404166e+00  5.593407e-01  5.049688e-01  5.404883e-01  2.734819e-01
 1.855065e-01  5.599154e-01  4.304190e+00  0.000000e+00  3.529780e-01  3.315902e-01 -2.763217e-01  1.048102e-01
 3.276332e-04 -2.647124e-03  1.382291e-03  9.565150e+00  2.888880e+01  6.594955e+00  3.294729e+00  2.807768e+01
1 -5.830179e+00 -5.169171e+00  0.000000e+00  6.388551e+00  0.000000e+00  1.000000e+00 0 2 -1.000000e+00
-1.282918e+01 -9.754214e+00  7.560411e+00  0.000000e+00  5.241826e-01 -6.719850e-02 -2.993637e-01  1.249668e-03
1 -1.686947e-02 -4.070961e-01  0.000000e+00  6.509282e-01  0.000000e+00  5.900000e-01 0 2 -1.000000e+00
-2.925835e-01 -1.195697e+00  3.053887e+00  0.000000e+00  3.911661e-01  1.915047e-01 -8.095166e-02  6.986360e-02
5 -2.244701e-02 -1.969293e-02  3.160776e-01  1.828793e-01  1.000000e+00  1.060000e+00 1 3 -1.000000e+00
 5.084043e-03 -1.939328e-01  4.149616e+00  0.000000e+00  3.883585e-01  3.633414e-01  3.319931e-02  1.807979e-01
-1.676716e-01 -8.176202e-02 -5.230271e+00  5.045103e-01  6.412811e-01 -3.452592e-01 -4.479621e-01  4.126098e-01
-1.778025e-01  6.386078e-02  5.365252e+00  3.140050e-01  4.264196e-01 -2.751596e-01  2.586448e-01  2.131815e-01
 9.678325e-02  6.698133e-02 -1.534647e+00  2.583323e+00  1.053350e+00 -2.770081e-01 -7.600845e-01  7.901022e-01
 5.713398e-03  4.293868e-03  5.213841e-02  3.154383e+00  5.982576e+00 -8.582359e-01 -2.215801e+00  5.507582e+00
5  1.108716e-02  3.141274e-02  3.742623e-01  1.858986e-01  1.000000e+00  1.170000e+00 1 2 -1.000000e+00
-6.650306e-02 -1.508234e-01 -1.400307e+00  5.790424e+00  5.175424e-01  6.759541e-01 -6.999862e-01  3.100244e-01
-8.034559e-02  2.002988e-01  5.176205e+00  0.000000e+00  2.739046e-01  4.305599e-01  3.855399e-01  1.156047e-01
 1.362687e-01  1.637492e-01 -1.592455e+01  4.457677e-01  3.566333e-01  1.501237e-01 -6.739285e-01  1.764504e-01
 1.840150e-01  1.101548e-01  1.443584e+01  4.268255e-01  3.182180e-01 -2.793741e-01 -5.634756e-01  1.563836e-01
-3.170363e-04 -7.737816e-04  6.816564e-04  1.345337e+01  4.046652e+01  5.670063e+00 -7.644726e+00  3.991051e+01
1  1.005100e+00 -4.364008e+00  0.000000e+00  1.634587e+00  0.000000e+00  1.470000e+00 0 2  3.177483e-01
 1.838789e+00 -2.681037e+00  3.397449e+00  0.000000e+00  4.170393e-01  1.449149e-01  1.565387e-01  8.556978e-03
5 -6.000855e+00 -3.697007e+00  5.158720e+00  2.578847e+00  1.000000e+00  8.800000e-01 2 3  2.838294e-01
-2.069281e+00 -1.866297e+00  9.708388e+00  0.000000e+00  5.604705e-01 -2.091367e-02 -2.995748e-01  3.074994e-03
 1.948922e+00 -1.039009e+00 -6.195777e+00  1.115020e+02  8.761164e-01 -2.458275e-01  3.410517e-01  9.631579e-03
-1.771533e+00  1.953516e+00 -1.247142e+01  5.784961e+01  7.840160e-01  4.595451e-02  3.531581e-01  6.655613e-03
 6.546869e-01  2.514615e+00  1.356442e+01  4.240222e+01  5.979676e-01  2.417627e-01 -1.716350e-01  4.427223e-03
 8.926766e-03 -8.615851e-04  6.230861e-03  2.027672e+02  1.397418e+01 -2.035348e+00  1.922310e+00  9.633278e+00
5 -5.447672e-02  1.799491e-02  8.222831e-01  4.691454e-01  1.000000e+00  9.000000e-01 4 2 -1.000000e+00
 3.398481e-01 -1.313209e-01 -1.602727e+00  4.312712e+00  6.263173e-01 -6.700335e-01  5.609193e-01  4.272147e-01
-4.180612e-01  1.876196e-01 -7.855483e+00  2.802004e-01  4.511699e-01 -4.512662e-01  4.742077e-01  2.679145e-01
-1.913726e-01  4.105714e-01  6.509877e+00  8.194099e-02  3.315122e-01  3.994708e-01  3.656314e-01  1.503435e-01
-4.025036e-01 -1.856808e-01  6.378575e+00  0.000000e+00  3.065924e-01 -3.152570e-01 -4.739750e-01  1.314505e-01
 2.352357e-03 -8.977442e-04  1.579203e-03  9.916714e+00  2.806707e+01 -6.900396e+00  7.195825e+00  2.750877e+01
1 -5.719358e-03 -2.692058e-02  0.000000e+00  2.466295e-02  0.000000e+00  1.400000e+00 0 2 -1.000000e+00
 2.170876e-04 -6.325845e-02  1.139907e+01  0.000000e+00  5.742729e-01  3.037420e-01 -3.546642e-02  1.730384e-01
1 -5.501881e+00  2.003684e-01  0.000000e+00  1.803192e+00  0.000000e+00  1.710000e+00 0 2  2.784121e-01
 2.560557e+00 -2.916610e+00  3.759681e+00  0.000000e+00  4.658333e-01 -4.116295e-02  1.328897e-01  4.699476e-03
1  7.622987e-01  3.846561e-01  0.000000e+00  1.408490e+00  0.000000e+00  1.260000e+00 0 2 -1.000000e+00
 2.176613e+00  2.932086e-01  1.683965e+01  0.000000e+00  5.949793e-01 -2.907756e-01 -1.418015e-01  1.073804e-02
5  2.061998e-02  1.025002e-03  2.091300e-01  7.472828e-02  1.000000e+00  9.000000e-01 3 3 -1.000000e+00
-3.887148e-02 -5.973030e-02 -6.068517e+00  1.837366e-01  8.265574e-01  2.233962e-01 -3.807379e-01  6.033450e-01
-7.829808e-02 -2.593064e-03  1.136263e+01  1.766289e-01  6.006042e-01 -2.664400e-01 -2.278025e-02  4.000002e-01
 1.306841e-01  5.267610e-03  2.850799e+00  0.000000e+00  3.640923e-01 -2.301896e-01 -2.475064e-02  1.934528e-01
-4.448486e-02  5.655274e-02 -6.074980e+00  1.835348e-01  8.317436e-01  1.544446e-01  4.111772e-01  6.109022e-01
-6.092025e-03 -2.579305e-04  2.747674e-01  2.129760e-01  2.911939e+00  1.243349e-01  2.466031e-02  2.560886e+00
3  1.920365e-03 -5.906501e-01  1.395348e+01  7.277726e+00  9.223079e-01  1.300000e+00 2 3 -1.000000e+00
 4.483743e+00 -8.220285e+00  1.362933e+01  0.000000e+00  6.698117e-01  1.109308e-01  1.527988e-01  2.127486e-03
 2.129746e+00  5.533197e+00 -1.257044e+01  8.421755e+02  8.880370e-01  1.985705e-01 -2.294715e-01  1.510745e-02
 1.901334e-02  1.905458e-01  1.435653e-01  1.130185e+03  3.776212e+00  7.890669e-01 -3.453333e-01  1.352111e+00
3  1.468242e-01 -5.994086e-02  5.896649e-01  3.272291e-01  1.465240e-01  7.800000e-01 1 2 -1.000000e+00
 3.831017e-01 -1.540316e-01  3.437750e+00  0.000000e+00  2.776179e-01 -3.439539e-01  3.356244e-01  1.023020e-01
-1.637710e-01  6.650186e-02 -5.037128e-01  1.002562e+01  8.998085e-01 -1.009969e+00  9.875523e-01  6.701444e-01
-6.788709e-03  2.753520e-03  2.755377e-03  1.183127e+01  2.160528e+01 -5.652809e+00  5.449465e+00  2.116983e+01
3 -1.258164e+00 -3.712743e-01  1.280653e+01  5.830424e+00  8.584542e-01  1.170000e+00 1 3 -1.000000e+00
-5.509914e+00 -6.337251e+00  2.752021e+00  0.000000e+00  3.867404e-01 -1.308115e-02 -1.120133e-01  2.316900e-03
-3.988570e-01  5.405161e+00  9.461817e+00  1.272995e+03  6.007537e-01  1.764074e-01  1.502999e-01  3.956259e-03
-2.492233e+00  4.119757e+00 -8.122536e+00  1.291906e+03  7.680900e-01  6.396811e-02  4.156977e-01  4.936107e-03
1 -9.805828e-01 -2.033803e+00  0.000000e+00  2.240291e+00  0.000000e+00  1.080000e+00 0 2 -1.000000e+00
-2.267389e+00 -5.067703e+00  6.687805e+00  0.000000e+00  5.192045e-01  1.893921e-01 -2.139371e-01  3.719216e-03
5  2.382642e-02  1.151307e-03  5.348112e-01  2.566418e-01  1.000000e+00  1.230000e+00 2 2 -1.000000e+00
-1.288537e-01 -2.322964e-01  1.431793e+01  3.785094e+00  3.320984e-01  3.458470e-01 -5.065964e-01  1.458809e-01
 2.754671e-01  1.177718e-01  3.508001e+00  0.000000e+00  2.827449e-01 -3.366138e-01 -3.407100e-01  9.764274e-02
-1.941488e-01  1.491689e-01 -3.131010e+00  5.683858e+00  4.373402e-01 -1.916801e-01  7.740998e-01  2.065830e-01
-1.814363e-02 -2.621896e-01 -1.296995e+01  3.827920e+00  3.672545e-01  6.876119e-01 -6.824955e-02  1.738424e-01
-4.298379e-04  3.638427e-06  4.480879e-04  1.881284e+01  4.841586e+01 -3.162258e+00  2.560973e+00  4.775801e+01
1  4.005684e-01  7.749503e-02  0.000000e+00  5.747373e-01  0.000000e+00  8.900000e-01 0 2 -1.000000e+00
 8.057476e-01  2.726339e-01  3.426707e+00  0.000000e+00  3.848335e-01 -2.314167e-01 -1.817986e-01  1.188708e-01
1  9.006316e-01 -3.827278e-01  0.000000e+00  2.005848e+00  0.000000e+00  5.900000e-01 0 2 -1.000000e+00
 2.837667e+00 -2.595273e+00  4.307462e+00  0.000000e+00  5.095097e-01 -4.221167e-02  8.150891e-02  2.064838e-02
1 -1.151597e+00  5.996492e+00  0.000000e+00  4.810132e+00  0.000000e+00  1.040000e+00 0 2 -1.000000e+00
-3.104912e+00  1.229143e+01  5.931626e+00  0.000000e+00  4.771986e-01  2.850850e-01  1.531666e-01  8.673495e-04
1  5.092400e-01 -3.695526e-01  0.000000e+00  1.754645e+00  0.000000e+00  1.370000e+00 0 2 -1.000000e+00
 1.510529e+00 -2.110543e+00  6.062166e+00  0.000000e+00  5.392772e-01  5.179433e-02  2.112471e-01  9.195092e-02
1  1.248794e-01  4.586257e-01  0.000000e+00  5.748283e-01  0.000000e+00  4.500000e-01 0 2 -1.000000e+00
 2.506470e-01  1.010178e+00  3.035862e+00  0.000000e+00  3.189473e-01  3.408844e-01 -1.350365e-01  1.587178e-01
1 -2.791716e+00 -7.885810e-01  0.000000e+00  3.837185e+00  0.000000e+00  6.700000e-01 0 2 -1.000000e+00
-6.785680e+00 -5.095574e+00  3.516322e+00  0.000000e+00  4.528185e-01 -8.037783e-02 -9.251459e-02  5.960959e-03
1 -4.432205e-02  5.016835e-02  0.000000e+00  1.221354e-01  0.000000e+00  7.700000e-01 0 2 -1.000000e+00
-1.130913e-01  1.346360e-01  3.469341e+00  0.000000e+00  3.410508e-01  1.123642e-01  3.651701e-01  2.038138e-01
3  7.376426e-02  4.915201e-02  3.593942e-01  1.789952e-01  6.106547e-01  3.500000e-01 2 1 -1.000000e+00
-7.478908e-02 -5.513244e-02 -1.457496e+00  2.353305e+00  1.065379e+00 -2.123913e-01 -8.032886e-01  9.046313e-01
 2.339887e-01  1.287709e-01  2.386776e+00  0.000000e+00  2.639439e-01 -1.699850e-01 -3.064449e-01  1.554225e-01
-1.661833e-02 -1.139602e-02  1.298863e-01  2.424103e+00  4.046380e+00 -4.076097e-01 -1.189640e+00  3.811793e+00
1 -8.817196e-01  7.834872e-01  0.000000e+00  2.450211e+00  0.000000e+00  1.250000e+00 0 2 -1.000000e+00
-3.536664e+00  4.188078e+00  3.831933e+00  0.000000e+00  4.834955e-01 -3.851682e-02  6.579096e-02  2.690657e-03
3  2.745667e-02 -4.246203e-02  2.599398e-01  1.404010e-01  4.762205e-01  8.000000e-01 5 3 -1.000000e+00
 9.164540e-02 -1.797706e-01  2.485089e+00  0.000000e+00  3.331907e-01  1.111050e-01  1.728880e-01  1.192163e-01
-4.337116e-02  4.235382e-02 -5.218358e+00  9.451334e-01  1.069808e+00 -8.115375e-02  4.357963e-01  7.367911e-01
-1.554531e-02  1.868794e-02  1.131452e+00  9.519728e-01  2.042296e+00 -4.827663e-02  4.474710e-01  1.620517e+00
1 -1.871461e+00 -2.200098e+00  0.000000e+00  2.350441e+00  0.000000e+00  1.130000e+00 0 2 -1.000000e+00
-2.967860e+00 -5.869308e+00  1.298420e+01  0.000000e+00  6.081448e-01  1.076018e-01 -2.548641e-01  1.982123e-02
3 -2.138458e-01  1.885021e-01  1.281705e+00  7.587265e-01  1.677101e-01  1.140000e+00 1 2 -1.000000e+00
 2.636433e-01 -1.920122e-01 -1.102248e+00  1.031604e+02  1.027003e+00 -2.187274e-01  9.274287e-01  3.615099e-01
-6.948112e-01  6.589478e-01  6.572343e+00  0.000000e+00  4.771137e-01  2.922010e-03  3.482080e-01  2.921017e-02
 2.110608e-02 -1.469018e-02  1.712984e-02  1.112341e+02  9.094781e+00 -1.436336e+00  2.254937e+00  7.913695e+00
3  1.097398e-01  1.676931e-01  1.510323e+00  6.733063e-01  1.862607e-01  6.200000e-01 4 3 -1.000000e+00
 6.146216e-01  9.922997e-01  3.397317e+00  0.000000e+00  4.479162e-01  3.224018e-02 -9.699058e-02  6.153670e-02
-1.932606e-01 -2.837890e-01 -6.204678e+01  2.261567e+01  9.713747e-01  3.260634e-02 -1.259885e-01  3.445173e-01
-1.064265e-01 -1.653202e-01  1.155688e+01  2.266009e+01  1.313674e+00  4.215143e-02 -1.004305e-01  5.744560e-01
1 -6.562501e-01 -4.398438e-02  0.000000e+00  9.501375e-01  0.000000e+00  7.900000e-01 0 2 -1.000000e+00
-1.385926e+00 -2.231304e-02  3.908068e+00  0.000000e+00  3.806891e-01 -3.565293e-01 -2.349280e-02  9.235608e-02
3 -1.992875e+00 -8.268754e-01  8.726513e-01  4.478344e-01  6.547425e-01  7.300000e-01 2 1  3.091614e-01
-4.573168e-01 -5.150206e-01  2.889155e+00  0.000000e+00  3.564912e-01 -3.005458e-03 -2.607155e-01  3.589509e-02
 1.577192e-01  1.040521e-01 -1.891653e+00  2.030488e+01  1.185233e+00 -3.595265e-01 -6.585515e-01  4.830090e-01
