-20 2000 3.763128e-06
-20 2010 -2.431802e-06
-20 2020 -7.909695e-06
-20 2030 -1.270554e-05
-20 2040 -1.685434e-05
-20 2050 -2.039107e-05
-20 2060 -2.335073e-05
-20 2070 -2.576832e-05
-20 2080 -2.767881e-05
-20 2090 -2.911721e-05
-20 2100 -3.01185e-05
-20 2110 -3.071767e-05
-20 2120 -3.094973e-05
-20 2130 -3.084965e-05
-20 2140 -3.045243e-05
-20 2150 -2.979307e-05
-20 2160 -2.890654e-05
-20 2170 -2.782785e-05
-20 2180 -2.659198e-05
-20 2190 -2.523393e-05
-20 2200 -2.378869e-05
-20 2210 -2.229124e-05
-20 2220 -2.077659e-05
-20 2230 -1.927972e-05
-20 2240 -1.783562e-05
-20 2250 -1.647928e-05
-20 2260 -1.52457e-05
-20 2270 -1.416987e-05
-20 2280 -1.328671e-05
-20 2290 -1.261758e-05
-20 2300 -1.215365e-05
-20 2310 -1.188201e-05
-20 2320 -1.178972e-05
-20 2330 -1.18639e-05
-20 2340 -1.20916e-05
-20 2350 -1.245975e-05
-20 2360 -1.293291e-05
-20 2370 -1.343246e-05
-20 2380 -1.387479e-05
-20 2390 -1.417631e-05
-20 2400 -1.425344e-05
-20 2410 -1.402258e-05
-20 2420 -1.34011e-05
-20 2430 -1.237907e-05
-20 2440 -1.106951e-05
-20 2450 -9.597249e-06
-20 2460 -8.087155e-06
-20 2470 -6.664078e-06
-20 2480 -5.452869e-06
-20 2490 -4.57679e-06
-20 2500 -4.074898e-06
-20 2510 -3.861855e-06
-20 2520 -3.842305e-06
-20 2530 -3.920892e-06
-20 2540 -4.002261e-06
-20 2550 -3.991056e-06
-20 2560 -3.793602e-06
-20 2570 -3.380918e-06
-20 2580 -2.807723e-06
-20 2590 -2.134298e-06
-20 2600 -1.420922e-06
-20 2610 -7.278746e-07
-20 2620 -1.154362e-07
-20 2630 3.575174e-07
-20 2640 6.730828e-07
-20 2650 8.598309e-07
-20 2660 9.48842e-07
-20 2670 9.711963e-07
-20 2680 9.57974e-07
-20 2690 9.402554e-07
-20 2700 9.481034e-07
-20 2710 9.88394e-07
-20 2720 1.044933e-06
-20 2730 1.10053e-06
-20 2740 1.137999e-06
-20 2750 1.14015e-06
-20 2760 1.089794e-06
-20 2770 9.719338e-07
-20 2780 8.114715e-07
-20 2790 6.681344e-07
-20 2800 6.02819e-07
-20 2810 6.764217e-07
-20 2820 9.498387e-07
-20 2830 1.483967e-06
-20 2840 2.335845e-06
-20 2850 3.505328e-06
-20 2860 4.948519e-06
-20 2870 6.620409e-06
-20 2880 8.47599e-06
-20 2890 1.047025e-05
-20 2900 1.255819e-05
-20 2910 1.469099e-05
-20 2920 1.677324e-05
-20 2930 1.867832e-05
-20 2940 2.027904e-05
-20 2950 2.144818e-05
-20 2960 2.205856e-05
-20 2970 2.198298e-05
-20 2980 2.112879e-05
-20 2990 1.975667e-05
-20 3000 1.833425e-05
-20 3010 1.733175e-05
-20 3020 1.721941e-05
-20 3030 1.846746e-05
-20 3040 2.154615e-05
-20 3050 2.681728e-05
-20 3060 3.370819e-05
-20 3070 4.116883e-05
-20 3080 4.814533e-05
-20 3090 5.358381e-05
-20 3100 5.64304e-05
-20 3110 5.563123e-05
-20 3120 5.03487e-05
-20 3130 4.132786e-05
-20 3140 3.001697e-05
-20 3150 1.786748e-05
-20 3160 6.33086e-06
-20 3170 -3.141443e-06
-20 3180 -9.09797e-06
-20 3190 -1.039542e-05
-20 3200 -7.815178e-06
-20 3210 -2.88029e-06
-20 3220 2.884628e-06
-20 3230 7.95496e-06
-20 3240 1.080609e-05
-20 3250 9.91341e-06
-20 3260 4.120828e-06
-20 3270 -5.755453e-06
-20 3280 -1.824219e-05
-20 3290 -3.186568e-05
-20 3300 -4.515224e-05
-20 3310 -5.662817e-05
-20 3320 -6.481977e-05
-20 3330 -6.861904e-05
-20 3340 -6.859914e-05
-20 3350 -6.581602e-05
-20 3360 -6.132571e-05
-20 3370 -5.61842e-05
-20 3380 -5.144751e-05
-20 3390 -4.817164e-05
-20 3400 -4.720006e-05
-20 3410 -4.853584e-05
-20 3420 -5.197437e-05
-20 3430 -5.731105e-05
-20 3440 -6.434128e-05
-20 3450 -7.286044e-05
-20 3460 -8.266392e-05
-20 3470 -9.338647e-05
-20 3480 -0.0001041164
-20 3490 -0.0001138257
-20 3500 -0.0001214865
-20 3510 -0.000126071
-20 3520 -0.0001265512
-20 3530 -0.0001218999
-20 3540 -0.0001118002
-20 3550 -9.80204e-05
-20 3560 -8.270929e-05
-20 3570 -6.801566e-05
-20 3580 -5.60883e-05
